Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,213803,Sunitinib Malate,SUNITINIB MALATE,2026/1/16,Kinase Inhibitor,2006,AVKARE,2023/10/11-,42291-901; 42291-902; 42291-903; 42291-904,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0772eb61-ca42-39de-e063-6294a90a6632/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0772eb61-ca42-39de-e063-6294a90a6632,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0772eb61-ca42-39de-e063-6294a90a6632,0772eb61-ca42-39de-e063-6294a90a6632,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,021938,SUTENT,SUNITINIB MALATE,2025/12/16,Kinase Inhibitor,2006,U S PHARMACEUTICALS,2006/01/26-,63539-017; 63539-019,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a5d555f5-d66a-4f94-abcf-96fa6d71a32f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5d555f5-d66a-4f94-abcf-96fa6d71a32f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a5d555f5-d66a-4f94-abcf-96fa6d71a32f,a5d555f5-d66a-4f94-abcf-96fa6d71a32f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,218615,SUNITINIB MALATE,SUNITINIB MALATE,2025/4/17,Kinase Inhibitor,2006,AUROBINDO PHARMA LIMITED,2024/03/14-,59651-464; 59651-465; 59651-466; 59651-467,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/810dfcb2-d35b-4971-887c-2e78e82e9e07/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=810dfcb2-d35b-4971-887c-2e78e82e9e07,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=810dfcb2-d35b-4971-887c-2e78e82e9e07,810dfcb2-d35b-4971-887c-2e78e82e9e07,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,214824,Sunitinib Malate,SUNITINIB MALATE,2025/2/10,Kinase Inhibitor,2006,NOVADOZ PHARMACEUTICALS LLC,2025/02/14-,72205-116; 72205-117; 72205-118; 72205-119,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/15dd0555-b33f-4f56-94d3-0f4ce888df01/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15dd0555-b33f-4f56-94d3-0f4ce888df01,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=15dd0555-b33f-4f56-94d3-0f4ce888df01,15dd0555-b33f-4f56-94d3-0f4ce888df01,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,213803,Sunitinib Malate,SUNITINIB MALATE,2025/1/31,Kinase Inhibitor,2006,TEVA PHARMACEUTICALS USA INC,2021/12/22-,0093-8199; 0093-8224; 0093-8229; 0093-8231,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a9479e5f-914f-46ca-95c1-327c66457e47/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9479e5f-914f-46ca-95c1-327c66457e47,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a9479e5f-914f-46ca-95c1-327c66457e47,a9479e5f-914f-46ca-95c1-327c66457e47,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,213914,Sunitinib malate,SUNITINIB MALATE,2024/12/27,Kinase Inhibitor,2006,NORTHSTAR RXLLC,2022/02/18-,16714-676; 16714-677; 16714-678; 16714-679,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7579e3d0-2de6-4239-a7a8-118ed92075f5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7579e3d0-2de6-4239-a7a8-118ed92075f5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7579e3d0-2de6-4239-a7a8-118ed92075f5,7579e3d0-2de6-4239-a7a8-118ed92075f5,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,213914,Sunitinib malate,SUNITINIB MALATE,2024/12/17,Kinase Inhibitor,2006,SUN PHARMACEUTICAL INDUSTRIES INC,2019/12/25-,63304-091; 63304-092; 63304-093; 63304-094,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/06e0ad28-6637-4f54-879c-2c194aece5fd/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=06e0ad28-6637-4f54-879c-2c194aece5fd,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=06e0ad28-6637-4f54-879c-2c194aece5fd,06e0ad28-6637-4f54-879c-2c194aece5fd,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,218012,Sunitinib Malate,SUNITINIB MALATE,2024/9/10,Kinase Inhibitor,2006,NOVUGEN PHARMA USA LLC,2024/05/01-,82293-014; 82293-015; 82293-016; 82293-017,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/04d34bce-1296-d2b9-e063-6394a90a7018/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=04d34bce-1296-d2b9-e063-6394a90a7018,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=04d34bce-1296-d2b9-e063-6394a90a7018,04d34bce-1296-d2b9-e063-6394a90a7018,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,201275,Sunitinib Malate,SUNITINIB MALATE,2023/8/15,Kinase Inhibitor,2006,MYLAN PHARMACEUTICALS INC,2022/01/04-,0378-6678; 0378-6679; 0378-6680; 0378-6681,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4dbfcc02-dacc-4f0c-9f41-095783b68e27/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4dbfcc02-dacc-4f0c-9f41-095783b68e27,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4dbfcc02-dacc-4f0c-9f41-095783b68e27,4dbfcc02-dacc-4f0c-9f41-095783b68e27,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,ANDA,215843,SUNITINIB MALATE,SUNITINIB MALATE,2022/3/16,Kinase Inhibitor,2006,DR REDDYS LABORATORIES INC,2022/11/30-,43598-045; 43598-046; 43598-047; 43598-048,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/96ce8850-b5ae-382b-8433-04949533af44/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=96ce8850-b5ae-382b-8433-04949533af44,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=96ce8850-b5ae-382b-8433-04949533af44,96ce8850-b5ae-382b-8433-04949533af44,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,219713,IBTROZI,TALETRECTINIB,2025/6/11,Kinase Inhibitor,2025,NUVATION BIO INC,2025/06/11-,84651-200,6KLL51GNBG,taletrectinib adipate,taletrectinib,W4141180YD,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/51ac8e52-3269-4102-8dc8-dba22d82128c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=51ac8e52-3269-4102-8dc8-dba22d82128c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=51ac8e52-3269-4102-8dc8-dba22d82128c,51ac8e52-3269-4102-8dc8-dba22d82128c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,KIT,INTRAVENOUS,BLA,761344,IMDELLTRA (AMG757),TARLATAMAB-DLLE,2025/11/19,,2024,AMGEN INC,2024/05/16-,55513-059; 55513-077,74X82ST8Q1,TARLATAMAB,TARLATAMAB,74X82ST8Q1,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1e7b6163-5d83-42ea-82c9-cf7620cdc782/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1e7b6163-5d83-42ea-82c9-cf7620cdc782,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1e7b6163-5d83-42ea-82c9-cf7620cdc782,1e7b6163-5d83-42ea-82c9-cf7620cdc782,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,125294,GRANIX,TBO-FILGRASTIM,2023/11/30,Leukocyte Growth Factor,2012,CEPHALON LLC,2013/11/11-; 2018/11/07-,63459-910; 63459-912; 63459-918; 63459-920,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/df918ec2-0907-443f-a52a-b72866959644/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=df918ec2-0907-443f-a52a-b72866959644,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=df918ec2-0907-443f-a52a-b72866959644,df918ec2-0907-443f-a52a-b72866959644,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761384,EMRELIS,TELISOTUZUMAB VEDOTIN,2025/5/25,,2025,ABBVIE INC,2025/05/14-,0074-1044; 0074-1055,976X9VXC3Z,TELISOTUZUMAB VEDOTIN,TELISOTUZUMAB VEDOTIN,976X9VXC3Z,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bc04f980-3957-4e35-ab81-8ec2ffe87215/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc04f980-3957-4e35-ab81-8ec2ffe87215,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bc04f980-3957-4e35-ab81-8ec2ffe87215,bc04f980-3957-4e35-ab81-8ec2ffe87215,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,214096,TEPMETKO,TEPOTINIB HYDROCHLORIDE,2025/4/17,Kinase Inhibitor,2021,EMD SERONO INC,2021/02/03-,44087-5000,VY5YX2TQ1F,Tepotinib Hydrochloride,Tepotinib,1IJV77EI07,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/80a0f1b9-071a-47f5-9e67-32d638a669dc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=80a0f1b9-071a-47f5-9e67-32d638a669dc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=80a0f1b9-071a-47f5-9e67-32d638a669dc,80a0f1b9-071a-47f5-9e67-32d638a669dc,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"SOLUTION; TABLET, EXTENDED RELEASE; TABLET, FILM COATED",ORAL,NDA,203214;208246;213082,XELJANZ; XELJANZ XR,TOFACITINIB,2026/3/12,Janus Kinase Inhibitor,2012,U S PHARMACEUTICALS,2012/11/08-; 2016/03/07-; 2018/07/02-; 2020/01/21-; 2021/02/08-,63539-012; 63539-016; 63539-029; 63539-501; 63539-502,O1FF4DIV0D,TOFACITINIB CITRATE,TOFACITINIB,87LA6FU830,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/68e3d6b2-7838-4d2d-a417-09d919b43e13/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68e3d6b2-7838-4d2d-a417-09d919b43e13,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=68e3d6b2-7838-4d2d-a417-09d919b43e13,68e3d6b2-7838-4d2d-a417-09d919b43e13,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"SOLUTION; TABLET, FILM COATED; TABLET, FILM COATED, EXTENDED RELEASE",ORAL,NDA,203214;208246;213082,XELJANZ; XELJANZ XR,TOFACITINIB,2026/3/12,Janus Kinase Inhibitor,2012,PFIZER LABORATORIES DIV PFIZER INC,2012/11/09-; 2016/03/07-; 2018/07/02-; 2020/01/21-; 2021/02/08-,0069-0501; 0069-0502; 0069-1001; 0069-1002; 0069-1029,O1FF4DIV0D,TOFACITINIB CITRATE,TOFACITINIB,87LA6FU830,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cf74ba2f-afc5-4baa-8594-979c889a5831/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cf74ba2f-afc5-4baa-8594-979c889a5831,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cf74ba2f-afc5-4baa-8594-979c889a5831,cf74ba2f-afc5-4baa-8594-979c889a5831,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204406,Topotecan,TOPOTECAN,2025/12/17,Topoisomerase Inhibitor,1996,ACCORD HEALTHCARE INC,2020/07/08-,16729-243,7M7YKX2N15,TOPOTECAN,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7636bc1e-77b6-46ad-9df0-c8bb1c5e503f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7636bc1e-77b6-46ad-9df0-c8bb1c5e503f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7636bc1e-77b6-46ad-9df0-c8bb1c5e503f,7636bc1e-77b6-46ad-9df0-c8bb1c5e503f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,020981,HYCAMTIN,TOPOTECAN,2023/9/18,Topoisomerase Inhibitor,1996,SANDOZ INC,2017/02/24-; 2017/07/07-,66758-101; 66758-102,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b23b46f5-c276-47f5-8bbd-940680b3f579/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b23b46f5-c276-47f5-8bbd-940680b3f579,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b23b46f5-c276-47f5-8bbd-940680b3f579,b23b46f5-c276-47f5-8bbd-940680b3f579,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,NDA,200582,Topotecan,TOPOTECAN,2021/2/1,Topoisomerase Inhibitor,1996,HOSPIRA INC,2011/02/21-,0409-0302,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1d4e1cce-c57e-4a8b-be96-f95a2778e221/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1d4e1cce-c57e-4a8b-be96-f95a2778e221,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1d4e1cce-c57e-4a8b-be96-f95a2778e221,1d4e1cce-c57e-4a8b-be96-f95a2778e221,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,091089,Topotecan Hydrochloride,TOPOTECAN HYDROCHLORIDE,2026/1/14,Topoisomerase Inhibitor,1996,FRESENIUS KABI USA LLC,2010/11/30-,63323-762,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b6019088-cd94-43b4-b5ce-ba20b6b8021e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b6019088-cd94-43b4-b5ce-ba20b6b8021e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b6019088-cd94-43b4-b5ce-ba20b6b8021e,b6019088-cd94-43b4-b5ce-ba20b6b8021e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,091089,Topotecan Hydrochloride,TOPOTECAN HYDROCHLORIDE,2025/11/27,Topoisomerase Inhibitor,1996,FRESENIUS KABI USA LLC,2010/11/30-,63323-762,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b094e6ba-7cf6-4fb8-8683-73d324650dd3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b094e6ba-7cf6-4fb8-8683-73d324650dd3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b094e6ba-7cf6-4fb8-8683-73d324650dd3,b094e6ba-7cf6-4fb8-8683-73d324650dd3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,202351,topotecan hydrochloride,TOPOTECAN HYDROCHLORIDE,2024/10/4,Topoisomerase Inhibitor,1996,ACCORD HEALTHCARE INC,2013/07/23-,16729-151,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/729b2b22-1344-44f3-b614-14f6ec3c263e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=729b2b22-1344-44f3-b614-14f6ec3c263e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=729b2b22-1344-44f3-b614-14f6ec3c263e,729b2b22-1344-44f3-b614-14f6ec3c263e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,090620,Topotecan hydrochloride,TOPOTECAN HYDROCHLORIDE,2022/8/31,Topoisomerase Inhibitor,1996,ACTAVIS PHARMA INC,2015/01/05-,45963-615,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/996430c0-ee26-4ed9-82b8-a8b645becba6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=996430c0-ee26-4ed9-82b8-a8b645becba6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=996430c0-ee26-4ed9-82b8-a8b645becba6,996430c0-ee26-4ed9-82b8-a8b645becba6,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,020671,HYCAMTIN,TOPOTECAN HYDROCHLORIDE,2022/7/7,Topoisomerase Inhibitor,1996,NOVARTIS PHARMACEUTICALS CORPORATION,2016/12/21-,0078-0674,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eeee060c-a9ec-423e-a374-8484009f8524/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eeee060c-a9ec-423e-a374-8484009f8524,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eeee060c-a9ec-423e-a374-8484009f8524,eeee060c-a9ec-423e-a374-8484009f8524,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,201166,Topotecan,TOPOTECAN HYDROCHLORIDE,2019/11/15,Topoisomerase Inhibitor,1996,MEITHEAL PHARMACEUTICALS INC,2019/09/02-,71288-127,956S425ZCY,TOPOTECAN HYDROCHLORIDE,TOPOTECAN,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/207ee628-1a7a-4949-bab2-07b9d79b72a3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=207ee628-1a7a-4949-bab2-07b9d79b72a3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=207ee628-1a7a-4949-bab2-07b9d79b72a3,207ee628-1a7a-4949-bab2-07b9d79b72a3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,ANDA,201191,Topotecan Hydrochloride,TOPOTECAN HYDROCHLORIDE,2016/4/28,Topoisomerase Inhibitor,1996,BEDFORD LABORATORIES,2011/04/18-,55390-370,956S425ZCY,Topotecan Hydrochloride,Topotecan,7M7YKX2N15,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a439bf07-53db-0352-846a-99d9da772f9b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a439bf07-53db-0352-846a-99d9da772f9b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a439bf07-53db-0352-846a-99d9da772f9b,a439bf07-53db-0352-846a-99d9da772f9b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"POWDER, FOR SOLUTION; TABLET, FILM COATED",ORAL,NDA,204114;217513,Mekinist,TRAMETINIB,2026/1/27,Kinase Inhibitor,2013,NOVARTIS PHARMACEUTICALS CORPORATION,2016/03/17-; 2023/03/16-,0078-1105; 0078-1112; 0078-1161,BSB9VJ5TUT,TRAMETINIB DIMETHYL SULFOXIDE,TRAMETINIB,33E86K87QN,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0002ad27-779d-42ab-83b5-bc65453412a1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0002ad27-779d-42ab-83b5-bc65453412a1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0002ad27-779d-42ab-83b5-bc65453412a1,0002ad27-779d-42ab-83b5-bc65453412a1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761289,IMJUDO,TREMELIMUMAB,2024/7/24,CTLA-4-directed Blocking Antibody,2022,ASTRAZENECA PHARMACEUTICALS LP,2022/10/21-,0310-4505; 0310-4535,QEN1X95CIX,TREMELIMUMAB,TREMELIMUMAB,QEN1X95CIX,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6690679c-be2f-4588-a2e4-89fff74dd6be/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6690679c-be2f-4588-a2e4-89fff74dd6be,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6690679c-be2f-4588-a2e4-89fff74dd6be,6690679c-be2f-4588-a2e4-89fff74dd6be,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,214200,COSELA,TRILACICLIB,2025/8/31,Kinase Inhibitor,2021,PHARMACOSMOS THERAPEUTICS INC,2025/08/25-,73594-0101,4BX07W725T,trilaciclib dihydrochloride,trilaciclib,U6072DO9XG,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b3179c19-78f3-4bf1-b73e-7f7638522ab1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b3179c19-78f3-4bf1-b73e-7f7638522ab1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b3179c19-78f3-4bf1-b73e-7f7638522ab1,b3179c19-78f3-4bf1-b73e-7f7638522ab1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,214200,COSELA,TRILACICLIB,2024/2/24,Kinase Inhibitor,2021,G THERAPEUTICS INC,completed:2021/02/12-2028/12/31,73462-101,4BX07W725T,trilaciclib dihydrochloride,trilaciclib,U6072DO9XG,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4b06922c-498d-4871-a037-84a44e6a6b6c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b06922c-498d-4871-a037-84a44e6a6b6c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4b06922c-498d-4871-a037-84a44e6a6b6c,4b06922c-498d-4871-a037-84a44e6a6b6c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"SOLUTION; TABLET, EXTENDED RELEASE",ORAL,NDA,211675;218347,Rinvoq,UPADACITINIB,2025/10/10,Janus Kinase Inhibitor,2019,ABBVIE INC,2019/08/16-; 2024/04/26-,0074-1043; 0074-2306; 0074-2310; 0074-2320,4RA0KN46E0,UPADACITINIB; upadacitinib,UPADACITINIB; upadacitinib,4RA0KN46E0,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2966aec7-2ef0-923c-d8ff-fe1a957bf095/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2966aec7-2ef0-923c-d8ff-fe1a957bf095,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2966aec7-2ef0-923c-d8ff-fe1a957bf095,2966aec7-2ef0-923c-d8ff-fe1a957bf095,,,,,,,,,,,,,,,,,,,
