Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761347,Tecentriq Hybreza,ATEZOLIZUMAB AND HYALURONIDASE-TQJS,2025/12/3,Endoglycosidase; Programmed Death Receptor-1 Blocking Antibody,2024,GENENTECH INC,2024/09/12-,50242-933,52CMI0WC3Y; 743QUY4VD8,ATEZOLIZUMAB; HYALURONIDASE (HUMAN RECOMBINANT),ATEZOLIZUMAB; HYALURONIDASE (HUMAN RECOMBINANT),52CMI0WC3Y; 743QUY4VD8,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a617b089-ce66-464b-987b-b45d029b4d6f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a617b089-ce66-464b-987b-b45d029b4d6f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a617b089-ce66-464b-987b-b45d029b4d6f,a617b089-ce66-464b-987b-b45d029b4d6f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,207924,Olumiant,BARICITINIB,2026/1/13,Janus Kinase Inhibitor,2018,ELI LILLY AND COMPANY,2018/05/31-; 2019/10/08-; 2022/05/10-,0002-4182; 0002-4479; 0002-4732,ISP4442I3Y,baricitinib,baricitinib,ISP4442I3Y,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/866e9f35-9035-4581-a4b1-75a621ab55cf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=866e9f35-9035-4581-a4b1-75a621ab55cf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=866e9f35-9035-4581-a4b1-75a621ab55cf,866e9f35-9035-4581-a4b1-75a621ab55cf,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,125085,Avastin,BEVACIZUMAB,2025/1/6,Vascular Endothelial Growth Factor Inhibitor,2004,GENENTECH INC,2004/02/26-,50242-060; 50242-061,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/939b5d1f-9fb2-4499-80ef-0607aa6b114e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=939b5d1f-9fb2-4499-80ef-0607aa6b114e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=939b5d1f-9fb2-4499-80ef-0607aa6b114e,939b5d1f-9fb2-4499-80ef-0607aa6b114e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761268,Vegzelma,BEVACIZUMAB-ADCD,2025/5/8,Vascular Endothelial Growth Factor Inhibitor,2022,CELLTRION USA INC,2023/04/03-,72606-011; 72606-012,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4cdcccda-7b9a-49d0-ac50-f4605a3c0ebe/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4cdcccda-7b9a-49d0-ac50-f4605a3c0ebe,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4cdcccda-7b9a-49d0-ac50-f4605a3c0ebe,4cdcccda-7b9a-49d0-ac50-f4605a3c0ebe,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761028,MVASI,BEVACIZUMAB-AWWB,2026/3/10,Vascular Endothelial Growth Factor Inhibitor,2017,AMGEN INC,2018/06/01-,55513-206; 55513-207,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0a562b4e-67ce-4bab-852c-d9ee71e55fb8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a562b4e-67ce-4bab-852c-d9ee71e55fb8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0a562b4e-67ce-4bab-852c-d9ee71e55fb8,0a562b4e-67ce-4bab-852c-d9ee71e55fb8,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761099,Zirabev,BEVACIZUMAB-BVZR,2025/8/5,Vascular Endothelial Growth Factor Inhibitor,2019,PFIZER LABORATORIES DIV PFIZER INC,2020/01/13-,0069-0315; 0069-0342,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/aa27acbd-d117-4350-aeee-17bc2e2c0ca4/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa27acbd-d117-4350-aeee-17bc2e2c0ca4,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aa27acbd-d117-4350-aeee-17bc2e2c0ca4,aa27acbd-d117-4350-aeee-17bc2e2c0ca4,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761231,ALYMSYS,BEVACIZUMAB-MALY,2026/3/23,Vascular Endothelial Growth Factor Inhibitor,2022,AMNEAL PHARMACEUTICALS LLC,completed:2022/04/15-2028/10/31,70121-1754; 70121-1755,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6b4040a2-a5c5-4ff0-ab45-935d7e49cf78/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6b4040a2-a5c5-4ff0-ab45-935d7e49cf78,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6b4040a2-a5c5-4ff0-ab45-935d7e49cf78,6b4040a2-a5c5-4ff0-ab45-935d7e49cf78,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761231,ALYMSYS,BEVACIZUMAB-MALY,2026/1/27,Vascular Endothelial Growth Factor Inhibitor,2022,VALORUM BIOLOGICS LLC,2022/04/15-,85006-1754; 85006-1755,2S9ZZM9Q9V,BEVACIZUMAB-MALY,BEVACIZUMAB-MALY,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/42b4f96e-1f70-2126-e063-6294a90a93e3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=42b4f96e-1f70-2126-e063-6294a90a93e3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=42b4f96e-1f70-2126-e063-6294a90a93e3,42b4f96e-1f70-2126-e063-6294a90a93e3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVASCULAR,BLA,761175,JOBEVNE,BEVACIZUMAB-NWGD,2025/4/1,Vascular Endothelial Growth Factor Inhibitor,2025,BIOCON BIOLOGICS INC,2025/04/10-,83257-009; 83257-010,2S9ZZM9Q9V,BEVACIZUMAB,BEVACIZUMAB,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/70ab1de6-fb68-aee4-a6cb-f9a0f146687f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=70ab1de6-fb68-aee4-a6cb-f9a0f146687f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=70ab1de6-fb68-aee4-a6cb-f9a0f146687f,70ab1de6-fb68-aee4-a6cb-f9a0f146687f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,BLA,761198,Avzivi; Avzivi tnjn,BEVACIZUMAB; BEVACIZUMAB-TNJN,2025/9/30,Vascular Endothelial Growth Factor Inhibitor,2023,BIO THERA SOLUTIONS LTD,2025/01/01-,82143-001; 82143-002,2S9ZZM9Q9V,BEVACIZUMAB-TNJN,BEVACIZUMAB-TNJN,2S9ZZM9Q9V,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a3976cf9-9edb-4ca2-9375-9bcd2e32f5b4/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a3976cf9-9edb-4ca2-9375-9bcd2e32f5b4,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a3976cf9-9edb-4ca2-9375-9bcd2e32f5b4,a3976cf9-9edb-4ca2-9375-9bcd2e32f5b4,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,210498,MEKTOVI,BINIMETINIB,2025/3/20,,2018,ARRAY BIOPHARMA INC,2018/06/27-,70255-010,181R97MR71,BINIMETINIB,BINIMETINIB,181R97MR71,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6c3408ac-d401-4925-8a03-26591afbc240/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6c3408ac-d401-4925-8a03-26591afbc240,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6c3408ac-d401-4925-8a03-26591afbc240,6c3408ac-d401-4925-8a03-26591afbc240,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"KIT; TABLET, FILM COATED",ORAL,NDA,208772,Alunbrig,BRIGATINIB,2026/1/12,Kinase Inhibitor,2017,TAKEDA PHARMACEUTICALS AMERICA INC,2017/04/28-,63020-090; 63020-113; 63020-180; 63020-198,HYW8DB273J,brigatinib,brigatinib,HYW8DB273J,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0fe9ff20-d402-41f3-bc1e-7002ea7007db/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0fe9ff20-d402-41f3-bc1e-7002ea7007db,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0fe9ff20-d402-41f3-bc1e-7002ea7007db,0fe9ff20-d402-41f3-bc1e-7002ea7007db,,,,,,,,,,,,,,,,,,,
STANDARDIZED ALLERGENIC,"INJECTION, SOLUTION",INTRADERMAL,BLA,103257,Candin,CANDIDA ALBICANS SKIN TEST ANTIGEN,2025/1/14,Non-Standardized Fungal Allergenic Extract,1995,NIELSEN BIOSCIENCES INC,1995/12/01-,59584-138,4D7G21HDBC,CANDIDA ALBICANS,CANDIDA ALBICANS,4D7G21HDBC,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4254e4c8-4a44-4766-8caf-61c65dc3267c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4254e4c8-4a44-4766-8caf-61c65dc3267c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4254e4c8-4a44-4766-8caf-61c65dc3267c,4254e4c8-4a44-4766-8caf-61c65dc3267c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,213591,TABRECTA,CAPMATINIB,2025/12/15,Kinase Inhibitor,2020,NOVARTIS PHARMACEUTICALS CORPORATION,2020/05/06-,0078-0709; 0078-0716,C2A374O70X,CAPMATINIB HYDROCHLORIDE,CAPMATINIB,TY34L4F9OZ,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/455892c3-d144-4ba8-9ab4-79cabff9876d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=455892c3-d144-4ba8-9ab4-79cabff9876d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=455892c3-d144-4ba8-9ab4-79cabff9876d,455892c3-d144-4ba8-9ab4-79cabff9876d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,BLA,761097,LIBTAYO,CEMIPLIMAB-RWLC,2025/10/29,,2018,REGENERON PHARMACEUTICALS INC,2018/09/28-,61755-008,6QVL057INT,CEMIPLIMAB,CEMIPLIMAB,6QVL057INT,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4347ae1f-d397-4f18-8b70-03897e1c054a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4347ae1f-d397-4f18-8b70-03897e1c054a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4347ae1f-d397-4f18-8b70-03897e1c054a,4347ae1f-d397-4f18-8b70-03897e1c054a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,211225,ZYKADIA,CERITINIB,2025/12/15,Kinase Inhibitor,2014,NOVARTIS PHARMACEUTICALS CORPORATION,2019/03/18-,0078-0694,K418KG2GET,CERITINIB,CERITINIB,K418KG2GET,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fff5d805-4ffd-4e8e-8e63-6f129697563e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fff5d805-4ffd-4e8e-8e63-6f129697563e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fff5d805-4ffd-4e8e-8e63-6f129697563e,fff5d805-4ffd-4e8e-8e63-6f129697563e,,,,,,,,,,,,,,,,,,,
VACCINE LABEL,"INJECTION, SUSPENSION",INTRAMUSCULAR,BLA,125742,Comirnaty,"COVID-19 VACCINE, MRNA",2026/3/3,,2021,PFIZER LABORATORIES DIV PFIZER INC,2025/08/27-,0069-2501; 0069-2528,7V7MWD9BXL,BNT162b2 Omicron (LP.8.1),BNT162b2 Omicron (LP.8.1),7V7MWD9BXL,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/48c86164-de07-4041-b9dc-f2b5744714e5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=48c86164-de07-4041-b9dc-f2b5744714e5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=48c86164-de07-4041-b9dc-f2b5744714e5,48c86164-de07-4041-b9dc-f2b5744714e5,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE; CAPSULE, COATED PELLETS",ORAL,NDA,202570;217581,Xalkori,CRIZOTINIB,2025/7/22,Kinase Inhibitor,2011,PFIZER LABORATORIES DIV PFIZER INC,2011/08/26-; 2023/11/20-,0069-0251; 0069-0507; 0069-1500; 0069-8140; 0069-8141,53AH36668S,CRIZOTINIB,CRIZOTINIB,53AH36668S,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2a51b0de-47d6-455e-a94c-d2c737b04ff7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2a51b0de-47d6-455e-a94c-d2c737b04ff7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2a51b0de-47d6-455e-a94c-d2c737b04ff7,2a51b0de-47d6-455e-a94c-d2c737b04ff7,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,Unapproved homeopathic,,Crotoxin,CROTALUS DURISSUS TERRIFICUS VENOM,2018/3/22,,,CELTIC BIOTECH IOWA INC,2018/04/30-,48142-400,2XF6I0446G,CROTALUS DURISSUS TERRIFICUS VENOM,CROTALUS DURISSUS TERRIFICUS VENOM,2XF6I0446G,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/148af88b-e23c-4493-9b7f-35d993c32d32/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=148af88b-e23c-4493-9b7f-35d993c32d32,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=148af88b-e23c-4493-9b7f-35d993c32d32,148af88b-e23c-4493-9b7f-35d993c32d32,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,Unapproved homeopathic,,CTC-310,CROTALUS DURISSUS TERRIFICUS VENOM AND CARDIOTOXIN III,2018/3/28,,,CELTIC BIOTECH IOWA INC,2018/04/30-,48142-200,0QBH3Y8M6J; 2XF6I0446G,CARDIOTOXIN III; CROTALUS DURISSUS TERRIFICUS VENOM,CARDIOTOXIN III; CROTALUS DURISSUS TERRIFICUS VENOM,0QBH3Y8M6J; 2XF6I0446G,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ac076444-77d8-48a0-8115-bbd26db3e98d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ac076444-77d8-48a0-8115-bbd26db3e98d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ac076444-77d8-48a0-8115-bbd26db3e98d,ac076444-77d8-48a0-8115-bbd26db3e98d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE; TABLET, FOR SUSPENSION",ORAL,NDA,202806;217514,Tafinlar,DABRAFENIB,2025/4/7,Kinase Inhibitor,2013,NOVARTIS PHARMACEUTICALS CORPORATION,2016/04/01-; 2016/04/12-; 2023/03/16-,0078-0681; 0078-0682; 0078-1154,B6DC89I63E,DABRAFENIB MESYLATE,DABRAFENIB,QGP4HA4G1B,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fee1e6b1-e1a5-4254-9f2e-a70e0f8dbdea/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fee1e6b1-e1a5-4254-9f2e-a70e0f8dbdea,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fee1e6b1-e1a5-4254-9f2e-a70e0f8dbdea,fee1e6b1-e1a5-4254-9f2e-a70e0f8dbdea,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,211288,Vizimpro,DACOMITINIB,2025/12/18,,2018,PFIZER LABORATORIES DIV PFIZER INC,2018/10/04-,0069-0197; 0069-1198; 0069-2299,5092U85G58,DACOMITINIB,DACOMITINIB ANHYDROUS,2XJX250C20,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4ab27d2f-e385-4e9c-b324-fa69c10b855a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4ab27d2f-e385-4e9c-b324-fa69c10b855a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4ab27d2f-e385-4e9c-b324-fa69c10b855a,4ab27d2f-e385-4e9c-b324-fa69c10b855a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,211288,Vizimpro,DACOMITINIB,2025/8/15,,2018,U S PHARMACEUTICALS,2019/02/01-,63539-197,5092U85G58,DACOMITINIB,DACOMITINIB ANHYDROUS,2XJX250C20,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/90da33c1-5689-4b4d-a2b5-377e1057a843/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=90da33c1-5689-4b4d-a2b5-377e1057a843,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=90da33c1-5689-4b4d-a2b5-377e1057a843,90da33c1-5689-4b4d-a2b5-377e1057a843,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION; SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103951,ARANESP,DARBEPOETIN ALFA,2026/3/8,Erythropoiesis-stimulating Agent,2001,AMGEN INC,2006/06/07-; 2006/08/14-; 2006/08/26-; 2006/09/11-,55513-002; 55513-003; 55513-004; 55513-005; 55513-006; 55513-021; 55513-023; 55513-025; 55513-027; 55513-028; 55513-032; 55513-057; 55513-098; 55513-111,15UQ94PT4P,DARBEPOETIN ALFA,DARBEPOETIN ALFA,15UQ94PT4P,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0fd36cb9-c4f6-4167-93c9-8530865db3f9/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0fd36cb9-c4f6-4167-93c9-8530865db3f9,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0fd36cb9-c4f6-4167-93c9-8530865db3f9,0fd36cb9-c4f6-4167-93c9-8530865db3f9,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,BLA,761394,DATROWAY,DATOPOTAMAB DERUXTECAN,2026/3/20,,2025,DAIICHI SANKYO INC,2025/01/17-,65597-801,GD2OWY1DTK,DATOPOTAMAB DERUXTECAN,DATOPOTAMAB DERUXTECAN,GD2OWY1DTK,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2950227c-6230-4ca4-a135-46e44d9424a0/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2950227c-6230-4ca4-a135-46e44d9424a0,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2950227c-6230-4ca4-a135-46e44d9424a0,2950227c-6230-4ca4-a135-46e44d9424a0,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761362,WYOST,DENOSUMAB,2026/2/20,RANK Ligand Inhibitor,2024,SANDOZ INC,2025/06/02-,61314-228,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/69e4890d-5dd9-42a5-aa41-ce50635eaed7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=69e4890d-5dd9-42a5-aa41-ce50635eaed7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=69e4890d-5dd9-42a5-aa41-ce50635eaed7,69e4890d-5dd9-42a5-aa41-ce50635eaed7,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,125320,XGEVA,DENOSUMAB,2025/9/16,RANK Ligand Inhibitor,2010,AMGEN INC,2010/11/18-,55513-730,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/628f0998-1206-4001-aeee-18133aa9f3bf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=628f0998-1206-4001-aeee-18133aa9f3bf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=628f0998-1206-4001-aeee-18133aa9f3bf,628f0998-1206-4001-aeee-18133aa9f3bf,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,761444,Bilprevda,DENOSUMAB,2025/9/10,RANK Ligand Inhibitor,2025,ORGANON LLC,2025/09/11-,78206-195,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b1f0590e-f5bb-44ac-99a0-4aa4596c7e54/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b1f0590e-f5bb-44ac-99a0-4aa4596c7e54,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b1f0590e-f5bb-44ac-99a0-4aa4596c7e54,b1f0590e-f5bb-44ac-99a0-4aa4596c7e54,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761398,BOMYNTRA,DENOSUMAB,2025/3/31,RANK Ligand Inhibitor,2025,FRESENIUS KABI USA LLC,2025/06/30-,65219-670; 65219-672,4EQZ6YO2HI,Denosumab,Denosumab,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/49d25732-e05d-47e4-98cb-67df04796d4b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=49d25732-e05d-47e4-98cb-67df04796d4b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=49d25732-e05d-47e4-98cb-67df04796d4b,49d25732-e05d-47e4-98cb-67df04796d4b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761404,Osenvelt,DENOSUMAB-BMWO,2026/1/20,RANK Ligand Inhibitor,2025,CELLTRION USA INC,2025/07/02-,72606-038,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c5a5d750-80be-49cd-b4a6-c8a815956059/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5a5d750-80be-49cd-b4a6-c8a815956059,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c5a5d750-80be-49cd-b4a6-c8a815956059,c5a5d750-80be-49cd-b4a6-c8a815956059,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761404,Denosumab-BMWO,DENOSUMAB-BMWO,2026/1/20,RANK Ligand Inhibitor,2025,CELLTRION USA INC,2025/09/10-,72606-059,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d378622d-3a13-4918-ae18-3375cd10d270/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d378622d-3a13-4918-ae18-3375cd10d270,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d378622d-3a13-4918-ae18-3375cd10d270,d378622d-3a13-4918-ae18-3375cd10d270,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,BLA,761436,AUKELSO,DENOSUMAB-KYQQ,2025/9/16,RANK Ligand Inhibitor,2025,BIOCON BIOLOGICS INC,2026/01/05-,83257-030,4EQZ6YO2HI,DENOSUMAB,DENOSUMAB,4EQZ6YO2HI,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/547cb095-f7f5-f933-75ce-5e6abf2ad5bc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=547cb095-f7f5-f933-75ce-5e6abf2ad5bc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=547cb095-f7f5-f933-75ce-5e6abf2ad5bc,547cb095-f7f5-f933-75ce-5e6abf2ad5bc,,,,,,,,,,,,,,,,,,,
